CH_NAME,,,REL_COUNTER
CH_NUM,ange(1, 3
TIMESTAMP
150698.928685601, 0.5304012894630432, 0.4579012393951416
150698.932868211, 0.933428943157196, 0.7406004667282104
150698.937062229, 0.023162486031651497, 0.7637758851051331
150698.941251992, 0.17225097119808197, 0.3747390806674957
150698.945445987, 0.5333698987960815, 0.6202737092971802
150698.949622443, 0.6871651411056519, 0.5834421515464783
150698.953803202, 0.46696358919143677, 0.27383944392204285
150698.958060974, 0.8587107062339783, 0.26053184270858765
150698.962199363, 0.5932765603065491, 0.02414705418050289
150698.966391881, 0.6359642148017883, 0.9909572005271912
150698.970584387, 0.15349631011486053, 0.25184738636016846
150698.974779201, 0.33075520396232605, 0.277606338262558
150698.978971768, 0.9146329760551453, 0.37552782893180847
150698.983168724, 0.6937990784645081, 0.8588635921478271
150698.987394531, 0.8547382354736328, 0.02428342215716839
150698.991603496, 0.27262723445892334, 0.2697302997112274
150698.995846835, 0.991408109664917, 0.67629474401474
150699.00005883, 0.41533103585243225, 0.9293147325515747
150699.004269322, 0.05461656302213669, 0.48840245604515076
150699.008501519, 0.7615417838096619, 0.6887269020080566
150699.012647699, 0.36986789107322693, 0.6556417346000671
150699.016851357, 0.7822144627571106, 0.7857184410095215
150699.02099225, 0.191743403673172, 0.9278224110603333
150699.025196312, 0.6546944975852966, 0.8433509469032288
150699.029283328, 0.1774592250585556, 0.9724376201629639
150699.033477521, 0.12774205207824707, 0.8410969972610474
150699.0376705, 0.4996502101421356, 0.2515728771686554
150699.041838954, 0.6563478112220764, 0.6641131639480591
150699.046027183, 0.23541638255119324, 0.19387494027614594
150699.050219275, 0.49106886982917786, 0.2715322971343994
150699.054527832, 0.5692380666732788, 0.881037175655365
150699.058761836, 0.2871387302875519, 0.3681725263595581
150699.062993914, 0.6236964464187622, 0.0010178053053095937
150699.067183271, 0.6079067587852478, 0.6364164352416992
150699.071385394, 0.57345050573349, 0.9767259955406189
150699.075574039, 0.7510167956352234, 0.6385431289672852
150699.079774794, 0.7617865800857544, 0.28803056478500366
150699.08398605, 0.8668496012687683, 0.23749110102653503
150699.088192876, 0.9090697169303894, 0.18465857207775116
150699.092408013, 0.1845097839832306, 0.17706722021102905
150699.096611115, 0.5055314302444458, 0.28840482234954834
150699.100811236, 0.35797691345214844, 0.2657966613769531
150699.105028227, 0.7142286896705627, 0.8969970345497131
150699.109191811, 0.6810876131057739, 0.404519647359848
150699.113388062, 0.5362770557403564, 0.12838438153266907
150699.117581956, 0.40044835209846497, 0.9151656031608582
150699.121779604, 0.15036658942699432, 0.4764528274536133
150699.125993771, 0.845128059387207, 0.1617484986782074
150699.130240839, 0.5898850560188293, 0.510583758354187
150699.134417971, 0.15016958117485046, 0.7783318758010864
150699.138636254, 0.8373225927352905, 0.056685492396354675
150699.142861436, 0.7549908757209778, 0.7045440077781677
150699.147079739, 0.11426019668579102, 0.7129009366035461
150699.151303263, 0.491843581199646, 0.6089529395103455
150699.155579707, 0.317993700504303, 0.3327544331550598
150699.15976428, 0.9930492043495178, 0.8778471946716309
150699.163976856, 0.9399866461753845, 0.3956447243690491
150699.168161287, 0.8555180430412292, 0.007398595567792654
150699.172378655, 0.13847629725933075, 0.8795468211174011
150699.176665796, 0.15168845653533936, 0.6788119673728943
150699.180979066, 0.461693674325943, 0.5003945827484131
150699.185220831, 0.2329379916191101, 0.09337206929922104
150699.18940193, 0.9086250066757202, 0.6865209937095642
150699.193624476, 0.5010507106781006, 0.4709509015083313
150699.197831884, 0.9761958718299866, 0.33450567722320557
150699.20213499, 0.34879863262176514, 0.5933418869972229
150699.206332907, 0.42048683762550354, 0.5372517704963684
150699.210560741, 0.25151121616363525, 0.49170318245887756
150699.214905298, 0.29593709111213684, 0.7109749913215637
150699.219193043, 0.315849632024765, 0.5166110992431641
150699.223416576, 0.49641677737236023, 0.9616906642913818
150699.227771174, 0.3903166353702545, 0.8413796424865723
150699.232101429, 0.6824898719787598, 0.44507724046707153
150699.236340015, 0.1487026959657669, 0.4364987313747406
150699.240548979, 0.2599695026874542, 0.21999767422676086
150699.244802037, 0.5069963932037354, 0.27495795488357544
150699.248986602, 0.5834296941757202, 0.15900029242038727
150699.253284386, 0.22999416291713715, 0.5540372729301453
150699.257612151, 0.2648344933986664, 0.9864894151687622
150699.261814682, 0.09097133576869965, 0.4894581437110901
150699.266111699, 0.914339542388916, 0.4372543394565582
150699.270279573, 0.1264064610004425, 0.5940777659416199
150699.274404444, 0.6114977598190308, 0.9342503547668457
150699.278575781, 0.629557192325592, 0.9761573672294617
150699.282853125, 0.2541344165802002, 0.6179839968681335
150699.287162505, 0.7145952582359314, 0.3820296823978424
150699.29146203, 0.7690902352333069, 0.9845037460327148
150699.295756401, 0.1841069459915161, 0.5804556012153625
150699.300117579, 0.2910756766796112, 0.44148680567741394
150699.304310877, 0.5208232402801514, 0.7948690056800842
150699.308540657, 0.39079874753952026, 0.5753806829452515
150699.312863105, 0.1519491970539093, 0.006296730600297451
150699.317052722, 0.504551887512207, 0.28746113181114197
150699.321300769, 0.47783541679382324, 0.5973575115203857
150699.325530786, 0.6471807360649109, 0.12352635711431503
150699.329708001, 0.08955772966146469, 0.6161041855812073
150699.333892867, 0.28466886281967163, 0.069069042801857
150699.338122209, 0.8627756237983704, 0.6084774136543274
150699.342327682, 0.11036356538534164, 0.7862144708633423
150699.346554943, 0.6557657122612, 0.12176772952079773
150699.350717846, 0.8681389093399048, 0.7381494641304016
150699.354896413, 0.8880181312561035, 0.12695720791816711
150699.359128531, 0.5222644805908203, 0.09421460330486298
150699.363336684, 0.63407963514328, 0.7767951488494873
150699.367504333, 0.5797452330589294, 0.23331068456172943
150699.371686787, 0.42931869626045227, 0.24014176428318024
150699.375933148, 0.44432955980300903, 0.9698913097381592
150699.380156004, 0.9610966444015503, 0.9878849983215332
150699.384353329, 0.748595654964447, 0.04817809537053108
150699.388575719, 0.8329940438270569, 0.2612289488315582
150699.392796729, 0.6708819270133972, 0.7508700489997864
150699.397025824, 0.40915781259536743, 0.0018131210235878825
150699.401194026, 0.8410581350326538, 0.7582668662071228
150699.405419573, 0.08605197817087173, 0.7226278781890869
150699.409649973, 0.4830857217311859, 0.8946284055709839
150699.413852456, 0.5224164724349976, 0.7974950075149536
150699.418000213, 0.027978161349892616, 0.519079864025116
150699.422258492, 0.9569217562675476, 0.8070683479309082
150699.426475447, 0.6473031640052795, 0.8260321617126465
150699.430698392, 0.9733934998512268, 0.8014802932739258
150699.434898301, 0.30185145139694214, 0.9296947121620178
150699.439151702, 0.03787872940301895, 0.8495684266090393
150699.443372307, 0.6378752589225769, 0.4471761882305145
150699.447581723, 0.16172263026237488, 0.19199702143669128
150699.451812318, 0.3537098467350006, 0.2323167324066162
150699.456032241, 0.4968509078025818, 0.9149566292762756
150699.460171585, 0.5603749752044678, 0.7555536031723022
150699.464353442, 0.6444078683853149, 0.0323379747569561
150699.468538878, 0.839286208152771, 0.5146343111991882
150699.472726253, 0.9428412914276123, 0.1626797616481781
150699.476932157, 0.8822320103645325, 0.22731027007102966
150699.481152591, 0.10887707024812698, 0.910851001739502
150699.485308175, 0.5043364763259888, 0.6307130455970764
150699.489470171, 0.3289005756378174, 0.9399175047874451
150699.493686811, 0.5123411417007446, 0.8140204548835754
150699.497897347, 0.560820460319519, 0.2224372923374176
150699.502141017, 0.22583532333374023, 0.42192456126213074
150699.506339014, 0.30929410457611084, 0.8567435145378113
150699.51053163, 0.6109391450881958, 0.8810612559318542
150699.514702391, 0.1464073210954666, 0.7075220346450806
150699.518884098, 0.8877659440040588, 0.18148034811019897
150699.523034138, 0.7830113172531128, 0.2705713212490082
150699.527243101, 0.3770444691181183, 0.7991701364517212
150699.531428661, 0.7226125001907349, 0.9901589155197144
150699.535590416, 0.16419276595115662, 0.5302344560623169
150699.539766215, 0.41988009214401245, 0.7821747064590454
150699.544042179, 0.24233534932136536, 0.8064994812011719
150699.548212443, 0.5247199535369873, 0.87309730052948
150699.552363733, 0.7085111141204834, 0.8677092790603638
150699.556581917, 0.22922472655773163, 0.8509842157363892
150699.560806765, 0.6611341834068298, 0.6674898266792297
150699.564989214, 0.8481894135475159, 0.02403760328888893
150699.569209433, 0.3542620539665222, 0.44676557183265686
150699.573427762, 0.5353259444236755, 0.9934924244880676
150699.577678363, 0.9855666160583496, 0.6702880859375
150699.581894002, 0.47054430842399597, 0.4242149591445923
150699.586059942, 0.5885881185531616, 0.068450428545475
150699.59024966, 0.6450603008270264, 0.664138913154602
150699.594482401, 0.7800037860870361, 0.9431910514831543
150699.598701405, 0.20526140928268433, 0.8455775380134583
150699.60293152, 0.9317868947982788, 0.7103022933006287
150699.607172395, 0.27432581782341003, 0.9741191267967224
150699.611418373, 0.809184193611145, 0.8977155685424805
150699.61565302, 0.12852434813976288, 0.17461396753787994
150699.619854171, 0.611771821975708, 0.1275782585144043
150699.624080634, 0.2333601713180542, 0.04248293489217758
150699.628280841, 0.7320715188980103, 0.23342649638652802
150699.632521128, 0.38154828548431396, 0.37905991077423096
150699.636730644, 0.5791280269622803, 0.47618502378463745
150699.640974755, 0.4000222682952881, 0.5560958385467529
150699.645150613, 0.3234488070011139, 0.8648233413696289
150699.649353752, 0.8539203405380249, 0.12828917801380157
150699.65355501, 0.6746155023574829, 0.28087836503982544
150699.657739102, 0.9153653979301453, 0.8755484223365784
150699.661914238, 0.9427617788314819, 0.8428060412406921
150699.666114821, 0.4501049220561981, 0.3421858549118042
150699.670307868, 0.4429580271244049, 0.019095584750175476
150699.674511933, 0.34316286444664, 0.48143431544303894
150699.678706079, 0.01440267264842987, 0.5750608444213867
150699.68289677, 0.1645919233560562, 0.7092164158821106
150699.687118891, 0.8159362077713013, 0.6054131984710693
150699.691274701, 0.0726376324892044, 0.5350092053413391
150699.695502576, 0.6448281407356262, 0.11910925805568695
150699.699843725, 0.3658795952796936, 0.3088534474372864
150699.704085773, 0.1901203691959381, 0.7601184248924255
150699.708305344, 0.6918900609016418, 0.970923662185669
150699.712507526, 0.5740041136741638, 0.2623350918292999
150699.716714642, 0.8056561946868896, 0.3601653277873993
150699.720897299, 0.9741870164871216, 0.5075006484985352
150699.725183278, 0.4801759123802185, 0.607886016368866
150699.729417539, 0.04333595559000969, 0.6125860810279846
150699.733641512, 0.06061180680990219, 0.2525786757469177
150699.737843528, 0.7950605750083923, 0.9074705243110657
150699.742058445, 0.9126619696617126, 0.07187752425670624
